,text_tokenized
1396,"['another', 'awesome', 'telephone', 'experience', 'thank', 'cory']"
1397,"['go', 'beyond', 'helpful']"
1398,"['employee', 'charles', 'cave', 'gate', 'msy', 'go', 'beyond', 'help', 'try', 'help', 'find', 'glass', 'think', 'know']"
1399,"['cant', 'wait', 'use', 'travel', 'bank', 'fun', 'trip']"
1400,"['touch', 'annual', 'national', 'distributor', 'conference']"
1401,"['plane', 'now', 'hopefully', 'longer', 'mercy', 'playlist', 'thank']"
1402,"['thank', 'prompt', 'response', 'know', 'put', 'safety', 'first', 'unfortunately', 'will', 'hit', 'freeze', 'rainsleet', 'ride', 'home']"
1403,"['thats', 'super', 'helpful', 'thank', 'ill', 'reach', 'question']"
1404,"['thank', 'instant', 'reply', 'still', 'first', 'bag', 'free', 'important']"
1405,"['excite', 'time', 'ahead']"
1406,['count']
1407,['great']
1408,"['cant', 'beat', 'space', 'matter']"
1409,"['great', 'thank']"
1410,"['good', 'hear', 'thx', 'responsive']"
1411,"['cool', 'thx', 'couple', 'til', 'mosaiccant', 'wait', 'will', 'easier', 'change', 'weather', 'bad']"
1412,"['thank', 'help', 'amaze']"
1413,"['head', 'warmer', 'weather']"
1414,"['awesome', 'thank']"
1415,"['thank', 'update']"
1416,['course']
1417,"['offer', 'complimentary', 'drink', 'switch', 'seat', 'stewardess', 'ask', 'age', 'say', 'giggle']"
1418,"['thank', 'still', 'book', 'trip', 'slc', 'see', 'grand', 'kid', 'frustrate', 'try', 'app', 'web', 'etc', 'still', 'love', 'guy']"
1419,"['thank', 'excite', 'fly', 'first', 'time']"
1420,"['thank', 'course', 'safety', 'always', '1st', 'well', 'make', 'sure', 'handle', 'care', 'love']"
1421,"['kudos', 'social', 'media', 'team', 'jump', 'help', 'last', 'snow', 'storm', 'web', 'site', 'downthanks']"
1422,"['thank', 'condolences', 'quick', 'response', 'appreciate']"
1423,['thank']
1424,"['thank', 'chat', 'fella', 'give', 'lowdown']"
1425,"['mission', 'accomplish', 'give', 'hug']"
1426,"['thank', 'quick', 'response', 'still', 'comp']"
1427,"['session', 'present', 'one', 'beloved', 'travelers', 'see', 'love']"
1428,"['definitely', 'kind', 'fly']"
1429,"['thank', 'early']"
1430,['thank']
1431,"['even', 'though', 'didnt', 'need', 'hot', 'beverages', 'nyers', 'land', 'super', 'smooth']"
1432,"['thank', 'early', 'break', 'barriers', 'clean', 'energy', 'future']"
1433,['thank']
1434,"['thank', 'complimentary', 'upgrade', 'first']"
1435,"['staff', 'perfect', 'morning', 'jfk', 'sleep']"
1436,"['wow', 'awesome', 'videos', 'guy', 'great', 'work']"
1437,"['wow', 'amaze', 'video', 'great', 'world', 'guy']"
1438,"['today', 'family', 'experience', 'status']"
1439,"['word', 'thank']"
1440,"['smf', 'jfk']"
1441,['course']
1442,"['thank', 'ill']"
1443,"['love', 'jetblues', 'speedy', 'twitter', 'customer', 'service']"
1444,['thank']
1445,"['thank', 'effort']"
1446,"['thank', 'let', 'know', 'hop', 'delay']"
1447,['thank']
1448,"['thank', 'info', 'figure', 'case', 'hopefully', 'new', 'hashtag', 'will', 'change']"
1449,"['save', 'day', 'lose', 'costumer']"
1450,"['yes', 'terra', 'blue', 'chip', 'favorite']"
1451,"['dmd', 'confirmation', 'code', 'thank', 'help', 'mommy', 'daddy', 'kid', 'appreciate']"
1452,"['cool', 'anticipate', 'complete', 'installation', 'a320s', 'year']"
1453,"['love', 'guy', 'sooooooo', 'ridiculously', 'appreciate', 'service']"
1454,"['officially', 'favorite', 'thank', 'wonderful', 'service', 'jfk']"
1455,"['corporation', 'nasdaqjblu', 'reach', 'new', 'high', 'range', 'streetwise', 'report']"
1456,['thank']
1457,"['look', 'forward', 'finally', 'take']"
1458,"['please', 'come']"
1459,"['okay', 'thank', 'hope', 'fly', 'guy', 'soon']"
1460,"['love', 'snack']"
1461,"['thank', 'reply']"
1462,"['must', 'send', 'note', 'good', 'word']"
1463,"['love', 'capt', 'joe', 'bos', 'sfo', 'fun']"
1464,"['fabulous', 'please']"
1465,"['real', 'mvp']"
1466,"['worry', 'time', 'fly', 'terminal', 'now', 'take', 'thank']"
1467,"['message', 'thank']"
1468,"['will', 'thank']"
1469,"['thank', 'reminder', 'older', 'take', 'easy', 'access', 'add', 'point', 'new', 'account', 'awesome', 'service']"
1470,"['misread', 'end', 'thank', 'clarify']"
1471,"['ill', 'see', 'board', 'soon']"
1472,"['head', 'trade', 'cold', 'colder', 'maybe', 'caribbean', 'next', 'time']"
1473,"['course', 'know', 'lay', 'long', 'theyre', 'color']"
1474,"['smart', 'make', 'angry', 'weve', 'partner', 'bring', 'free', 'digital', 'access', 'onboard']"
1475,"['ooh', 'good', 'one', 'speak', 'know', 'love']"
1476,"['love', 'song', 'thank']"
1477,"['currently', 'dance', 'terminal', 'love', 'stevie']"
1478,"['thank', 'jetgreen', 'jetred', 'blue', 'favorite', 'color', 'jet', 'blue', 'make', 'better']"
1479,"['chair', 'everyone', 'look', 'proud', 'phl', 'crew', 'blueheros']"
1480,"['treat', 'right', 'thank', 'hassle']"
1481,"['book', 'head', 'california', 'team', 'cant', 'wait']"
1482,"['totally', 'outside', 'view', 'even', 'camera', 'ready', 'haha']"
1483,"['send', 'curious', 'see', 'kind', 'comp']"
1484,"['cant', 'wait', 'hear', 'back', 'regard', 'internship']"
1485,"['thank', 'credit', '4hr', 'delay', 'tell', 'customer', 'service', 'mean', 'lot']"
1486,"['thank', 'always', 'amaze', 'customer', 'service', 'bring', 'disney', 'princess', 'half', 'marathon']"
1487,"['definitely', 'will', 'thank']"
1488,"['want', 'see', 'new', 'rout', 'plan', 'year', 'love', 'fly', 'guy', 'hope']"
1489,"['totally', 'look', 'par', 'americanairs', 'admirals', 'club', 'way', 'slide', 'couple', 'pass']"
1490,"['gr8', 'crew', 'theyre']"
1491,"['thank', 'offer', 'service', 'guy']"
1492,"['say', 'wour']"
1493,"['guy', 'rock']"
1494,"['great', 'never', 'think', 'sort', 'whod', 'really', 'make', 'fly', 'experience', 'bearable']"
1495,"['thank', 'phone', 'fix', 'bosmco', 'fee', 'waiver', 'a320', 'now', 'forget', 'name']"
1496,"['thank', 'hope', 'dont', 'look', 'complainer', 'ive', 'write', 'good', 'experience', 'wyou', 'past', 'make', 'terminal']"
1497,"['success', 'good', 'work', 'team']"
1498,"['great', 'great', 'view']"
1499,"['beautiful', 'ride', 'thank']"
1500,"['perfect', 'probably', 'need', 'coffee', 'stay', 'awake', 'night']"
1501,['better']
1502,"['haha', 'need', 'apologize', 'ill', 'book', 'problems', 'sooner', 'late', 'flightr', 'love']"
1503,"['cant', 'wait', 'ill', 'one', 'cant', 'contain']"
1504,"['big', 'thank', 'ricardo', 'olavarria', 'reagan', 'airport', 'fix', 'ticket', 'make', 'sure', 'make', 'friends', 'wed']"
1505,"['really', 'thats', 'good', 'hear', 'thank', 'update', 'may', 'make', 'business', 'meet']"
1506,"['pdx', 'jfk', 'suuuuper', 'hot']"
1507,"['love', 'bae']"
1508,"['definitely', 'will']"
1509,"['dont', 'remember', 'night', 'back', 'nyc']"
1510,"['ugh', 'always', 'know', 'way', 'heart']"
1511,"['thank', 'guy', 'brilliant', 'customer', 'service']"
1512,"['great', 'thank', 'let', 'hope', 'please', 'notify', 'leave', 'jfk', 'thank']"
1513,"['great', 'will', 'able', 'leave', 'jfk', 'theres', 'issue', 'still', 'airport']"
1514,"['far', 'less', 'painful', 'come', 'avis']"
1515,"['attendant', 'angel', 'awesome']"
1516,['thank']
1517,['thank']
1518,"['awww', 'thank', 'glad', 'hear', 'make', 'day', 'one', 'last', 'question', 'idea', 'tail', 'operate', '2maro']"
1519,"['sky', 'bos', 'sfo', 'awesome', 'crew', 'helene', 'rock']"
1520,"['love', 'jet', 'blue']"
1521,"['think', 'treat', 'onboard', 'enjoy']"
1522,['cool']
1523,"['yes', 'always', 'treat', 'fly', 'guy']"
1524,"['thank', 'really', 'prefer', 'jet', 'blue', 'guy', 'seat', 'business']"
1525,"['yes', 'thankfully', 'cater', 'now', 'load', 'frustrate', 'suppose']"
1526,"['safety', 'first']"
1527,"['saw', 'water', 'bottle', 'snack', 'desk', 'wait', 'passengers', 'book', 'problems', 'next']"
1528,"['theyre', 'busy', 'awesome', 'try', 'asap', 'ill', 'deal']"
1529,"['thank', 'relax']"
1530,"['excellent', 'guy']"
1531,"['although', 'wasnt', 'totally', 'answer', 'look', 'appreciate', 'prompt', 'response']"
1532,"['yes', 'hope', 'expand', 'airports', 'soon', 'fly', 'see', 'family', 'year']"
1533,['thank']
1534,"['thank', 'love', 'anxious', 'flyer']"
1535,"['exact', 'love', 'really', 'want', 'fly', 'yall', 'thats', 'little', 'pricey', 'basic', 'mint', 'bos', 'sfo']"
1536,"['offer', 'hot', 'tea', 'coffeeat', 'gate', 'guy', 'make', 'wonder', 'fly', 'airlines']"
1537,"['awesome', 'thank']"
1538,"['keep', 'go', 'back', 'forth', 'able', 'board', 'great', 'agents']"
1539,"['thatd', 'hop', 'rack', 'enough', 'miles', 'take', 'trip', 'enjoy', 'perfect', 'latte', 'city', 'coffee']"
1540,"['vegas', 'francisco', 'diego', 'far', 'frequent', 'business', 'traveler']"
1541,"['reimburse', 'everyone', 'portion', 'ticket', 'still', 'love', 'american']"
1542,"['never', 'disappoint']"
1543,"['thank', 'help']"
1544,"['ahoy', 'loyal', 'holder', 'anticipate', 'direct']"
1545,"['okie', 'doke', 'know', 'will', 'fix']"
1546,"['wish', 'make', 'hub', 'miss', 'biz', 'travel', 'move', 'bos']"
1547,"['crisis', 'avert', 'bos', 'fll', 'board', 'let', 'hope', 'new', 'pilot', 'arent', 'clarence', 'oveur', 'roger', 'murdock']"
1548,"['thank', 'julian', 'login', 'onto', 'earlier', 'back', 'dca']"
1549,"['fault', 'social', 'media', 'awesome', 'people', 'know', 'everyone', 'work', 'hard', 'way']"
1550,"['seem', 'friends', 'speak', 'highly', 'well', 'now', 'need', 'find', 'decent', 'price', 'way', 'yvr', 'sea', 'overnight']"
1551,['thank']
1552,"['route', 'airport', 'rebooked', 'ticket', 'refund']"
1553,"['make', 'safe', 'sound', 'thank', 'safe', 'travel']"
1554,"['attendant', 'wendi']"
1555,"['theres', 'many', 'choices', 'yall', 'south', 'border', 'know', 'every', 'equal', 'lowest', 'price', 'value']"
1556,['love']
1557,"['fly', 'soon', 'nyc', 'airlines', 'ive', 'fly', 'youre', 'still']"
1558,"['utah', 'think', 'thank']"
1559,"['never', 'delay', 'tpa', 'bdl', 'better', 'safe', 'sorry']"
1560,"['great', 'crew', 'bos', 'mco']"
1561,"['thats', 'love']"
1562,"['awesome', 'thank', 'ill', 'give', 'call', 'late', 'flightr', 'today', 'appreciate', 'help']"
1563,"['thank', '80th', 'bday', 'aviation', 'theme', 'party']"
1564,"['name', 'whenever', 'see', 'want', 'plane', 'blue', 'sky', 'sea', 'deliver', 'promise']"
1565,"['gettin', 'fancy', 'work', 'menu']"
1566,"['guy', 'lucky', 'love']"
1567,"['thank', 'will', 'guy', 'awesome']"
1568,"['leave', 'right', 'now']"
1569,['definitely']
1570,"['okay', 'awesome', 'thank']"
1571,"['excite', 'saw', 'fly']"
1572,"['site', 'fun', 'day']"
1573,"['mine', 'sadly', 'yea', 'fly', 'awesome']"
1574,"['ready', 'disneyworld']"
1575,"['thank', 'credit', 'save']"
1576,"['love', 'great', 'time', 'fly']"
1577,"['yes', 'minutes', 'spare', 'fyi', 'employees', 'amaze', 'keep', 'good', 'work']"
1578,"['yeah', 'great', 'wonderful', 'crew', 'thank']"
1579,"['good', 'morning', 'sunshine']"
1580,"['wheres', 'selfie']"
1581,"['reveal', 'bluemanity', 'livery', 'travelpulse']"
1582,"['haha', 'thank']"
1583,"['know', 'lot', 'baggage', 'want', 'know', 'really', 'enjoy', 'inside']"
1584,"['thank', 'wasnt', 'sure', 'know', 'limit', 'ozs', 'excite', 'fly']"
1585,"['hey', 'thats', 'sexy', 'tattoo', 'leave', 'engine']"
1586,"['thank', 'stbernard', 'take', 'time', 'read', 'page', 'find', 'info', 'supervisor', 'felt', 'insist', 'tho', 'show', 'previous', 'comm']"
1587,"['jua', 'jfk', 'ask', 'desk', 'incredibly', 'helpful', 'thank']"
1588,"['please', 'tweet', 'fly', 'every', 'time', 'btw']"
1589,"['btw', 'name', 'samantha', 'win', 'everyone']"
1590,"['will', 'thank']"
1591,['cool']
1592,"['amazingly', 'awesome', 'customer', 'service', 'reservation', 'agents', 'tonight', 'help', 'correct', 'mistake', 'love']"
1593,"['13th', 'annual', 'marthas', 'african', 'american', 'film', 'festival', 'august', 'attendees', 'deserve', 'great']"
1594,"['love', 'theyre', 'cute']"
1595,['world']
1596,"['anywhere', 'go']"
1597,"['wow', 'guy', 'answer', 'people', 'wow', 'care', 'love', 'jet', 'blue']"
1598,"['thank', 'appreciate', 'prompt', 'response']"
1599,"['good', 'luck', 'thank']"
1600,"['really', 'though', 'snack', 'fridgethat', 'take', 'stuff', 'dorm', 'common', 'room', 'genius']"
1601,"['tell', 'pick', 'will', 'bump', 'first', 'class']"
1602,"['ill', 'pass', 'advice', 'guy', 'rock']"
1603,"['cant', 'say', 'right', 'now', 'sincerely', 'miss']"
1604,"['ill', 'book', 'jfk', 'book', 'thank']"
1605,"['yes', 'thats', 'true', 'bite', 'pricey', 'will', 'look', 'love', 'guy']"
1606,"['fly', 'francisco', 'fort', 'lauderdale', 'last', 'year', 'fantastic', 'time', 'back']"
1607,"['affect', 'one', 'small', 'family', 'four', 'make', 'huge', 'difference', 'life']"
1608,"['hawaii', 'somewhere', 'warm', 'find', 'good']"
1609,"['thx', 'confirm', 'team', 'awesome', 'thank', 'prompt', 'helpful', 'response', 'cheer', 'less', 'snow', 'everyones', 'future']"
1610,"['great', 'idea']"
1611,"['las', 'vegas', 'gorgeous', 'every', 'year', 'fly', 'guy', 'vegas', 'gorgeous']"
1612,"['dmed', 'thank', 'address', 'quickly']"
1613,"['look', 'open', 'vegas']"
1614,"['okay', 'thank']"
1615,"['seat', 'e190', 'board', 'early', 'ready', 'set']"
1616,"['set', 'fly', 'bad', 'first', 'giant', 'metal', 'bird', 'machine', 'even', 'bring', 'snack']"
1617,"['okay', 'new', 'screen', 'laptoplarge', 'real', 'wifi', 'appreciate', 'thank', 'god', 'tiny', 'lil', 'middle', 'seat']"
1618,"['incidentally', 'sheila', 'jfk', 'deserve', 'raise', 'shes', 'awesome']"
1619,"['delete', 'tweet', 'one', 'wonderful', 'employees', 'swoop', 'helpfaith', 'restore', 'one', 'good', 'ones']"
1620,"['thank', 'line', 'move', 'quick', 'already']"
1621,"['name', 'angel', 'seriously', 'cool', 'truly', 'fantastic', 'service']"
1622,['thank']
1623,"['emergency', 'exit', 'seat', 'thats', 'huge', 'win']"
1624,"['friendly', 'engage', 'personable', 'handle', 'clarify', 'question', 'baggage', 'fee', 'well', 'take', 'interest']"
1625,"['hey', 'dre', 'check', 'need', 'raise', 'stat', 'dude', 'give', 'amaze', 'customer', 'service', 'make', 'feel', 'value']"
1626,"['magic', 'eight', 'ball', 'never', 'steer', 'wrong']"
1627,"['will', 'thank']"
1628,"['mark', '15th', 'year', 'new', 'bluemanity', 'plane', 'design', 'sun', 'sentinel']"
1629,"['youre', 'welcome']"
1630,['greatest']
1631,"['free', 'wifi', 'board', 'thing', 'thats', 'happen', 'slice', 'bread']"
1632,"['beatriz', 'susan', 'gate', 'mco']"
1633,"['handle', '0xjareds', 'question', 'social', 'media', 'pros', 'good', 'practice', 'transportation', 'systems', 'run', 'friendly', 'ais']"
1634,"['wonderful', 'thing']"
1635,"['book', 'problems', 'visit', 'easter', 'weekend', 'start', 'difficult', 'end', 'well', 'guy', 'big', 'fan']"
1636,"['thank', 'come', 'cameronroe']"
1637,"['caymanislands', 'know', 'wish', 'now']"
1638,"['great', 'hartford', 'weeks', 'ago', 'great', 'time', 'arrive', 'early']"
1639,"['guy', 'continue', 'impress', 'crew', 'mco', 'gate', '4helped', 'family', 'seat', 'issue']"
1640,"['love', 'free']"
1641,['anything']
1642,"['credit', 'reply', 'ill', 'look', 'forward', 'hopefully', 'one', 'home', 'tonight']"
1643,"['great', 'always', 'thank', 'great', 'crew']"
1644,"['youre', 'kill', 'now']"
1645,"['min', 'response', 'time', 'impress', 'official', 'social']"
1646,"['thank', 'listen', 'doesnt', 'mean', 'dont', 'appreciate']"
1647,"['thank', 'incredible', 'customer', 'svc', 'gate', 'mint', 'experience', 'magic']"
1648,"['thank', 'next', 'will', 'see', 'slog', 'jfk', 'city', 'go']"
1649,"['huge', 'thank', 'crew', 'fly', 'dca', 'sju', 'night', 'snow', 'plane']"
1650,"['plan', 'btw', 'excellent', 'service', 'crew', 'dca', 'sju', 'sxm']"
1651,"['yes', 'yes', 'great', 'trip', 'thank', 'lift']"
1652,"['hotspot', 'free', 'wifi', 'make', 'happy']"
1653,"['gorgeous', 'day', 'hope', 'back', 'tomorrow', 'pleasant', 'thank']"
1654,"['okayim', 'actually', 'tea', 'kinda', 'guy', 'anyway', 'thank']"
1655,"['always', 'pleasure']"
1656,['lovely']
1657,"['finally', 'take', 'lasfllsju']"
1658,"['great', 'trip', 'today', 'thank', 'crew', 'fly', 'home', 'fantastic']"
1659,"['awe', 'guy', 'great', 'cant', 'wait', 'travel', 'soon']"
1660,"['yes', 'announce', 'will', 'take', 'youre', 'thank']"
1661,"['thank', 'prompt', 'reply', 'really', 'impressedand', 'youre', 'brush', 'appreciate']"
1662,"['ive', 'angry', 'tweet', 'apparently', 'read', 'mind', 'bitch', 'thank', 'credit']"
1663,"['jetblues', 'email', 'point', 'clever', 'thank', 'amaze']"
1664,"['thank', 'help', 'quick', 'response']"
1665,"['big', 'shoutout', 'crew', 'bosjfk', 'jfkroc', 'gate', 'crew', 'c19', 'bos', 'jfk', 'long', 'day', 'delay', 'make', 'better']"
1666,"['first', 'use']"
1667,"['thank', 'hang', 'airport', 'forever', 'today', 'really', 'awesome', 'experience']"
1668,"['leopoldsic', 'friend', 'picture', 'phillip', 'heller', 'jfk', 'ifc', 'say', 'delicious']"
1669,"['awesome', 'thank', 'thank', 'quick', 'response', 'guy', 'rock']"
1670,"['app', 'remind', 'will', 'fly', 'weeks']"
1671,"['want', 'say', 'attendant', 'fitz', 'tonight', 'bwibos', 'great', 'guy', 'make', 'fantastic']"
1672,"['definitely', 'new', 'favorite']"
1673,"['will', 'try', 'thank', 'fail', 'will', 'old', 'fashion', 'method', 'tomorrow', 'morning']"
1674,"['thank', 'excellent', 'customer', 'service', 'resolve', 'issue', 'quickly']"
1675,"['thats', 'great', 'thank']"
1676,"['agree', 'frequent', 'tweeter', 'discount', 'fly', 'see', 'friends']"
1677,"['lose', 'read', 'program', 'customers', 'hot', 'tea', 'great', 'crewmembers', 'top', 'notch', 'info', 'now']"
1678,"['glad', 'see', 'go', 'fix', 'please', 'confirmation', 'check']"
1679,"['will', 'call', 'thank']"
1680,"['still', 'love', 'guy', 'vegas', 'already']"
1681,"['serve', 'fll', 'airport', 'counter', 'really', 'true', 'blue', 'make', 'feel', 'home', 'even', 'delayedl']"
1682,"['try', 'lovely', 'customer', 'service', 'thank']"
1683,"['happy', 'accommodate', 'peanuttreenut', 'allergies', '1st', 'online', 'cover', 'provider']"
1684,"['always', 'happy', 'help']"
1685,"['land', 'thank', 'anyway', 'btw', 'staff', 'wonderful', 'despite', 'full', 'day', 'heavy', 'load']"
1686,"['jetblues', 'ceo', 'battle', 'appease', 'passengers', 'wall', 'street']"
1687,"['take', 'place', 'simply', 'cantlike', 'nonstop', 'lucia']"
1688,"['make', 'happy', 'hope', 'arent', 'empty', 'promise']"
1689,"['dont', 'need', 'anybody']"
1690,"['first', 'base', 'already', 'style']"
1691,"['love', 'travel', 'cant', 'wait', 'oui', 'oui', 'nyc', 'awesomeee']"
1692,"['thank', 'upgrade', 'far', 'good']"
1693,"['thank', 'quick', 'response', 'twitter']"
1694,"['begin', 'bluetiful', 'relationship']"
1695,"['haha', 'youre', 'everything', 'right', 'dont', 'change', 'thing', 'slash', 'twitter', 'engagement', 'make', 'even', 'cooler']"
1696,"['thank', 'send', 'msg']"
1697,"['great', 'smooth']"
1698,"['love', 'fly', 'friend', 'home', 'pvd', 'weekend']"
1699,"['thank', 'service', 'credit', 'positive', 'thoughts']"
1700,"['great', 'thank']"
1701,"['will', 'love', 'fly', 'great', 'service']"
1702,"['thank', 'livery', 'culture', 'crewmembers', 'embody', 'daily']"
1703,"['learn', 'awesome', 'twitter', 'management', 'today', 'social', 'media', 'market', 'class', 'keep', 'good', 'work', 'phdmama']"
1704,"['bluemanity', 'bring', 'tear', 'eye', 'commitment', 'give', 'back', 'crewmembers', 'community', 'aww', 'inspire']"
1705,"['inflight', 'snack', 'fly', 'guy']"
1706,"['awww', 'realtime', 'appreciation']"
1707,"['yes', 'great', 'realtime', 'example', 'thank', 'awesome']"
1708,"['haha', 'didnt', 'disappoint', 'well']"
1709,"['little', 'month', 'ago', 'guy', 'great', 'thank', 'everything']"
1710,['thank']
1711,"['huge', 'fan', 'great', 'brand', 'people', 'great', 'things', 'guy', 'rock', 'happy', 'share', 'love']"
